,W1,b1,W2,b2
88,0.4636946311992179,-0.4636946687724421,0.6782171878087146,
89,0.27329149043744105,-0.27339454606512614,0.8565125361607582,
90,0.0835673916573629,-0.19612634739817364,0.8218162940574606,
91,0.8706576765818453,-0.10438437449885081,-0.20904719309755973,
92,0.3479190273954934,-0.03363291413944728,-0.02059152579284951,
93,0.27363677742305914,-0.2736577154664656,0.5775444345783473,
94,0.08560572814581877,-0.08560623832110226,0.18879468599578855,
95,0.4445758282606681,-0.04041755210405255,0.05867697691324878,
96,0.7137489984165324,-0.06850544874803692,-0.035846761630548105,
97,0.16663929417785076,-0.16611664586200567,0.22318929162157006,
98,0.1978973612140457,-0.09994341312092725,0.1474785814382938,
99,0.4848729470288205,-0.33196047117435407,0.42304863580913404,
